order_id,order_date,branch,product_id,quantity,unit_price_egp,discount_pct,payment_method,customer_id
ORD-006547,01/01/2025,Mansoura,TV06,1,87447.0,0.0,Valu/Installments,C2284
ORD-006553,01/01/2025,Heliopolis,SP03,1,56404.0,0.0,Valu/Installments,C0608
ORD-006549,01/01/2025,Dokki,AX08,1,1312.0,0.0,CASH,
ORD-006550,01/01/2025,Mansoura,AU02,2,9081.0,0.0,CASH,
ORD-006551,01/01/2025,Mansoura,AX04,1,256.0,0.05,credit card,C0201
ORD-006552,01/01/2025,HELIOPOLIS,AX08,5,1361.0,0.05,Cash,C0758
ORD-006559,01/01/2025,Maadi,SP04,1,11604.0,0.0,CASH,C0133
ORD-006548,01/01/2025,6th of October,AU05,2,3138.0,0.0,credit card,C0851
ORD-006555,01/01/2025,Nasr City,AX03,1,563.0,0.0,Visa/Mastercard,C1430
ORD-006556,01/01/2025,Mansoura,TV02,1,26943.0,0.0,CASH,C0151
ORD-006557,01/01/2025,Nasr City,AX12,1,875.0,0.0,installments,
ORD-006558,01/01/2025,Mansoura ,SP07,1,14925.0,0.0,Visa/Mastercard,C0596
ORD-006560,01/01/2025,Heliopolis,AX06,1,1124.0,0.0,VF Cash,C2368
ORD-006554,01/01/2025,Heliopolis,SP01,1,16524.0,0.0,Mobile Wallet,C0226
ORD-006561,02/01/2025,Mansoura,AX02,3,340.0,0.0,Credit Card,C2472
ORD-006562,02/01/2025,Maadi,TV06,1,89424.0,0.0,mobile wallet,C1223
ORD-006572,02/01/2025,Nasr City,SP08,1,46119.0,0.0,Visa/Mastercard,C2437
ORD-006564,02/01/2025,Miami,AX10,5,456.0,0.0,Credit Card,
ORD-006569,02/01/2025,Smouha,AU05,2,,0.0,CASH,C0731
ORD-006567,02/01/2025,Smouha,AX12,2,899.0,0.05,cash,C0447
ORD-006570,02/01/2025,6th of October,KA05,2,9939.0,0.0,Cash,C0661
ORD-006566,02/01/2025,Smouha,AC04,1,59210.0,0.0,credit card,C0201
ORD-006571,02/01/2025,Dokki,AX01,2,974.0,0.0,cash,C1165
ORD-006563,02/01/2025,Heliopolis,AX02,5,345.0,0.0,CASH,C1357
ORD-006568,02/01/2025,Nasr City,SP04,1,11682.0,0.0,Credit Card,C1708
ORD-006565,02/01/2025,6th of October,AU01,1,6473.0,0.0,Cash,C0360
ORD-006580,02/01/2025,Heliopolis,SP08,1,45332.0,0.0,installments,C0147
ORD-006575,02/01/2025,Dokki,SP06,1,9551.0,0.0,Visa/Mastercard,C0727
ORD-006576,02/01/2025,Dokki,AX02,3,341.0,0.0,credit card,C1866
ORD-006577,02/01/2025,Nasr City,TV01,1,32090.0,0.0,Valu/Installments,C2372
ORD-006579,02/01/2025,Heliopolis,SP07,1,14444.0,0.0,Credit Card,C1476
ORD-006578,02/01/2025,Smouha,LP02,1,42589.0,0.0,installments,
ORD-006581,02/01/2025,Miami,SP07,1,14774.0,0.0,CASH,C0382
ORD-006583,02/01/2025,Heliopolis,AU05,1,3228.0,0.0,credit card,C1323
RET-000089,02/01/2025,Heliopolis,SP08,-1,45332.0,0.0,installments,C0147
ORD-006574,02/01/2025,Mansoura,TV01,1,32317.0,0.0,installments,C2303
ORD-006582,02/01/2025,Dokki,TV02,1,26867.0,0.0,installments,C1226
ORD-006573,02/01/2025,Mansoura,SP07,1,14096.0,0.0,Cash,C2345
ORD-006584,03/01/2025,Nasr City,SP04,1,11188.0,0.0,Credit Card,C1510
ORD-006585,03/01/2025,Miami,LP05,1,34523.0,0.0,cash,
ORD-006589,03/01/2025,Maadi,SP01,1,16161.0,0.0,Cash,C2255
ORD-006588,03/01/2025,6th of October,AU03,2,13343.0,0.0,installments,C1751
ORD-006591,03/01/2025,Maadi,AX02,1,353.0,0.0,cash,C1200
ORD-006586,03/01/2025,Dokki,AX10,5,447.0,0.0,credit card,C1553
ORD-006590,03/01/2025,Maadi,KA06,2,12177.0,0.0,credit card,C0266
ORD-006592,03/01/2025,Miami,KA04,2,23934.0,0.0,CASH,C1929
ORD-006594,03/01/2025,Nasr City,AX11,2,404.0,0.05,Visa/Mastercard,
ORD-006595,03/01/2025,Maadi,AX09,1,1891.0,0.0,credit card,C0500
ORD-006596,03/01/2025,DOKKI,TB03,1,9767.0,0.0,Mobile Wallet,C1125
ORD-006597,03/01/2025,Heliopolis,AX03,1,541.0,0.0,Credit Card,C1349
ORD-006593,03/01/2025,6th of October,TB04,1,17168.0,0.05,mobile wallet,C0552
ORD-006587,03/01/2025,Dokki,AU05,1,3125.0,0.0,Mobile Wallet,C0278
ORD-006600,04/01/2025,Dokki,TB02,1,13822.0,0.0,mobile wallet,
ORD-006611,04/01/2025,Heliopolis,AX12,2,887.0,0.0,Installments,C1177
ORD-006602,04/01/2025,Mansoura,AX02,1,340.0,0.0,Installments,C0860
ORD-006601,04/01/2025,Smouha,AX03,3,552.0,0.0,CASH,C2149
ORD-006604,04/01/2025,Miami,KA06,2,12720.0,0.0,Installments,C0239
ORD-006608,04/01/2025,Miami,TB02,1,13509.0,0.0,Visa/Mastercard,C0360
ORD-006606,04/01/2025,Mansoura,TV06,1,87684.0,0.0,cash,C2341
ORD-006607,04/01/2025,Maadi,LP03,1,30747.0,0.0,Visa/Mastercard,C2167
ORD-006603,04/01/2025,Mansoura,SP03,1,59075.0,0.0,Valu/Installments,C0857
ORD-006619,04/01/2025,6th of october,AU03,1,13742.0,0.0,VF Cash,C2153
ORD-006599,04/01/2025,Nasr City,AX08,0,1313.0,0.05,credit card,C1695
ORD-006605,04/01/2025,Dokki,TB02,1,13241.0,0.0,Visa/Mastercard,C0448
ORD-006598,04/01/2025,Nasr City,AC06,1,41586.0,0.0,VF Cash,C2159
ORD-006619,04/01/2025,6th of october,AU03,1,13742.0,0.0,VF Cash,C2153
ORD-006610,04/01/2025,Nasr City,LP05,1,35723.0,0.0,credit card,C2478
ORD-006609,04/01/2025,6th of October,LP06,1,21632.0,0.0,mobile wallet,C1982
ORD-006622,04/01/2025,Mansoura,AX05,3,2456.0,0.0,Mobile Wallet,C0532
ORD-006621,04/01/2025,Nasr City,KA01,2,4146.0,0.0,CASH,C1450
ORD-006612,04/01/2025,Maadi,AU01,2,6586.0,0.05,Cash,C1750
ORD-006618,04/01/2025,Smouha,KA07,2,18365.0,0.0,installments,
ORD-006623,04/01/2025,Nasr City,AU05,2,3175.0,0.0,Valu/Installments,C2305
ORD-006616,04/01/2025,Smouha,AC04,1,58812.0,0.0,Mobile Wallet,
ORD-006615,04/01/2025,6th of October,AX06,3,1156.0,0.0,Cash,C1297
ORD-006614,04/01/2025,Mansoura,AX01,3,940.0,0.05,mobile wallet,
ORD-006613,04/01/2025,Nasr City,AX08,1,1312.0,0.0,credit card,C2494
ORD-006620,04/01/2025,6th of October,AC01,1,33864.0,0.0,Visa/Mastercard,C2356
ORD-006617,04/01/2025,Heliopolis,LP02,1,41225.0,0.0,Visa/Mastercard,C1064
ORD-006626,05/01/2025,MANSOURA,TV05,1,24330.0,0.0,credit card,C2039
ORD-006628,05/01/2025,Nasr City,AX11,2,394.0,0.0,Cash,C0737
ORD-006625,05/01/2025,Smouha,TB04,1,17490.0,0.0,cash,C2129
ORD-006627,05/01/2025,Heliopolis,AX05,1,2502.0,0.0,mobile wallet,C2018
ORD-006631,05/01/2025,Mansoura,AX03,4,556.0,0.0,Valu/Installments,C1190
ORD-006629,05/01/2025,Heliopolis ,AX05,5,2382.0,0.0,CASH,C2497
ORD-006632,05/01/2025,Nasr City,AX07,4,758.0,0.05,credit card,C0793
ORD-006630,05/01/2025,Maadi,SP01,1,16037.0,0.0,Installments,C0954
ORD-006624,05/01/2025,Nasr City,KA03,2,6859.0,0.05,CASH,C2034
ORD-006637,06/01/2025,Smouha,AU03,2,13621.0,0.0,installments,C0484
ORD-006633,06/01/2025,Nasr City,AC02,1,47301.0,0.0,credit card,C0007
ORD-006640,06/01/2025,Dokki,AX12,5,880.0,0.0,VF Cash,C1696
ORD-006634,06/01/2025,Maadi,AU04,1,1444.0,0.0,CASH,C0485
ORD-006635,06/01/2025,Miami,KA04,2,24410.0,0.0,Cash,C0099
ORD-006636,06/01/2025,Dokki,SP08,1,44193.0,0.0,installments,C1905
ORD-006638,06/01/2025,6th of October,TV04,1,40401.0,0.0,Mobile Wallet,C0850
ORD-006646,06/01/2025,Mansoura,KA07,1,18498.0,0.0,installments,C0047
ORD-006644,06/01/2025,Nasr City,AU01,1,6307.0,0.0,cash,C2296
ORD-006641,06/01/2025,6th of October,AC01,1,32746.0,0.0,installments,C0187
ORD-006642,06/01/2025,Heliopolis,AU01,1,6545.0,0.0,Cash,C1368
ORD-006643,06/01/2025,Miami,SP01,1,16635.0,0.0,Cash,C1433
ORD-006645,06/01/2025,Miami,AX02,3,351.0,0.0,cash,C0870
ORD-006647,06/01/2025,Nasr City,AX01,5,976.0,0.0,VF Cash,
ORD-006648,06/01/2025,Miami,TV04,1,41296.0,0.0,Installments,C0825
ORD-006639,06/01/2025,6th of October,SP08,1,44852.0,0.05,CASH,C1699
ORD-006654,07/01/2025,Smouha,KA06,2,12627.0,0.0,Cash,C2076
ORD-006653,07/01/2025,Smouha,TB01,1,24071.0,0.0,Credit Card,C1230
ORD-006652,07/01/2025,Heliopolis,LP03,1,30953.0,0.0,Mobile Wallet,C1261
ORD-006658,07/01/2025,6th of October,AX02,4,349.0,0.0,cash,C0467
ORD-006650,07/01/2025,Smouha,AX08,4,1331.0,0.0,cash,C1043
ORD-006649,07/01/2025,Miami,AX10,3,440.0,0.0,CASH,C1154
ORD-006655,07/01/2025,Heliopolis,KA05,2,9919.0,0.0,Credit Card,C2253
ORD-006651,07/01/2025,6th of October,AC05,1,37513.0,0.0,Cash,C0278
ORD-006656,07/01/2025,Smouha,SP03,1,57162.0,0.0,credit card,C1327
ORD-006660,07/01/2025,Nasr City,AX05,5,2475.0,0.0,Visa/Mastercard,C1366
ORD-006666,07/01/2025,Heliopolis,AX12,1,921.0,0.0,VF Cash,C0795
ORD-006659,07/01/2025,Miami,SP02,1,53150.0,0.05,Installments,
ORD-006664,07/01/2025,Nasr City,TV03,1,14813.0,0.0,VF Cash,C0120
ORD-006657,07/01/2025,Mansoura,AX04,2,255.0,0.0,Credit Card,C0026
ORD-006668,07/01/2025,6th of October,KA08,2,5344.0,0.0,cash,C1385
ORD-006665,07/01/2025,miami,LP01,1,28138.0,0.0,CASH,C0720
ORD-006667,07/01/2025,Mansoura,SP01,1,16269.0,0.0,Credit Card,C1354
ORD-006663,07/01/2025,Mansoura,AX12,3,875.0,0.0,Mobile Wallet,C2331
ORD-006662,07/01/2025,Nasr City,KA05,1,9645.0,0.0,Cash,C1623
ORD-006661,07/01/2025,Smouha,AX07,3,749.0,0.0,credit card,C1399
ORD-006670,08/01/2025,Miami,SP07,1,14854.0,0.0,cash,C1963
ORD-006682,08/01/2025,Nasr City,AX02,1,360.0,0.0,Credit Card,C2135
ORD-006672,08/01/2025,Nasr City,KA05,2,9927.0,0.0,Installments,C0146
ORD-006673,08/01/2025,6th of October,AX09,1,1801.0,0.0,Visa/Mastercard,C0557
ORD-006671,08/01/2025,Mansoura,AU05,1,3214.0,0.0,credit card,C1944
ORD-006674,08/01/2025,Mansoura,AX08,5,1378.0,0.0,Cash,C1973
ORD-006677,08/01/2025,6th of October,TB03,1,9586.0,0.0,cash,C2200
ORD-006678,08/01/2025,Nasr City,TV01,1,31718.0,0.0,Installments,C1373
ORD-006679,08/01/2025,Mansoura,AX04,1,252.0,0.0,installments,C1895
ORD-006669,08/01/2025,Mansoura ,AU02,2,8844.0,0.0,credit card,
ORD-006675,08/01/2025,Heliopolis,AX12,5,882.0,0.0,CASH,C0637
ORD-006680,08/01/2025,SMOUHA,AX09,4,1801.0,0.0,installments,C1696
ORD-006676,08/01/2025,Dokki ,AX06,1,1170.0,0.0,credit card,C1887
ORD-006683,08/01/2025,Smouha,SP04,1,11405.0,0.0,CASH,C1227
ORD-006685,08/01/2025,6th of October,AU03,2,13335.0,0.05,cash,C1293
ORD-006686,08/01/2025,Heliopolis,AX04,5,255.0,0.0,Credit Card,C2275
ORD-006687,08/01/2025,6th of October,KA03,1,6748.0,0.0,CASH,C2195
ORD-006684,08/01/2025,mansoura,LP06,1,22023.0,0.0,Installments,C2315
ORD-006693,08/01/2025,Miami,TB03,1,9376.0,0.0,Credit Card,C1449
ORD-006688,08/01/2025,6th of October,AC03,1,26613.0,0.0,Installments,C0077
ORD-006691,08/01/2025,Smouha,AX08,2,1364.0,0.0,mobile wallet,C1359
ORD-006692,08/01/2025,Mansoura,KA07,1,18304.0,0.0,CASH,
ORD-006694,08/01/2025,6th of October,AX03,5,556.0,0.0,CASH,C0272
ORD-006695,08/01/2025,6th of October,AX06,5,1125.0,0.0,CASH,C0612
ORD-006689,08/01/2025,Dokki,AU05,1,3291.0,0.0,Visa/Mastercard,C0854
ORD-006690,08/01/2025,Dokki,KA08,1,5498.0,0.0,installments,C2366
ORD-006681,08/01/2025,Miami,SP06,1,9942.0,0.0,CASH,C0230
ORD-006696,09/01/2025,Nasr City,SP03,1,58386.0,0.0,Installments,C1149
ORD-006702,09/01/2025,Heliopolis,AX12,2,903.0,0.0,Valu/Installments,C0680
ORD-006697,09/01/2025,Nasr City,AX05,5,2421.0,0.0,Visa/Mastercard,C0128
ORD-006698,09/01/2025,Heliopolis,KA07,1,19038.0,0.0,CASH,C1390
ORD-006699,09/01/2025,Dokki,TV01,1,31207.0,0.0,credit card,C1537
ORD-006700,09/01/2025,Mansoura,AU02,2,8688.0,0.0,VF Cash,
ORD-006705,09/01/2025,Nasr City,AU02,2,8769.0,0.0,cash,C2481
ORD-006703,09/01/2025,Nasr City,AU03,1,13478.0,0.05,Visa/Mastercard,C2339
ORD-006706,09/01/2025,Nasr City,AU04,0,1487.0,0.0,credit card,C1596
ORD-006707,09/01/2025,Smouha,SP05,1,19709.0,0.0,Visa/Mastercard,C0768
ORD-006708,09/01/2025,6th of October,AX02,1,349.0,0.0,cash,C2438
ORD-006709,09/01/2025,6th of October,TB01,1,24299.0,0.0,Installments,C0479
ORD-006704,09/01/2025,Miami,LP06,1,,0.0,Visa/Mastercard,
ORD-006701,09/01/2025,Heliopolis,LP01,1,29226.0,0.0,installments,C2189
ORD-006712,10/01/2025,Miami,AX03,3,543.0,0.0,mobile wallet,C1289
ORD-006713,10/01/2025,Dokki,AX06,5,1181.0,0.0,Cash,C0130
ORD-006714,10/01/2025,Heliopolis,TV06,1,87990.0,0.0,installments,
ORD-006710,10/01/2025,maadi,AX07,1,745.0,0.0,Cash,C1263
ORD-006716,10/01/2025,Smouha,AC04,1,59061.0,0.0,Visa/Mastercard,C1696
ORD-006719,10/01/2025,Dokki,AU02,2,8865.0,0.0,credit card,C2036
ORD-006718,10/01/2025,Maadi,KA07,2,18385.0,0.0,credit card,C0356
ORD-006716,10/01/2025,Smouha,AC04,1,59061.0,0.0,Visa/Mastercard,C1696
ORD-006715,10/01/2025,Dokki,KA07,2,18467.0,0.0,installments,C1113
ORD-006711,10/01/2025,Heliopolis,KA02,2,3531.0,0.0,Cash,
ORD-006717,10/01/2025,6th of October,TB04,1,17630.0,0.0,credit card,
ORD-006721,10/01/2025,Dokki,AU04,2,1449.0,0.0,Credit Card,C1523
ORD-006727,10/01/2025,Dokki,KA06,1,12535.0,0.0,cash,C0717
ORD-006724,10/01/2025,Nasr City,AX08,2,1325.0,0.0,Valu/Installments,C0886
ORD-006726,10/01/2025,Nasr City,AX04,3,257.0,0.0,cash,C1239
ORD-006728,10/01/2025,Nasr City,KA05,1,10017.0,0.0,mobile wallet,C0460
ORD-006731,10/01/2025,Mansoura,SP03,1,57405.0,0.0,Installments,C0828
